"file_name","path","ext","size","modified","sha256"
"VDF_AkShare_CandidateToCanonicalDryRunPlan_v0278.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\plan\VDF_AkShare_CandidateToCanonicalDryRunPlan_v0278.json",".json","2243","2026-06-10 22:07:05","2DBA4CE19EE6B45A8D4BE432D5155AF568A35CFA1CE64100EE9418D2497C209C"
"VDF_AkShare_CandidateToCanonicalDryRunPreview_v0278.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\preview\VDF_AkShare_CandidateToCanonicalDryRunPreview_v0278.csv",".csv","40610","2026-06-10 22:07:05","C66939036677F4B4801EEA8D263DECCC073A921DBF47FCF60A66C97B3198CABA"
"VDF_AkShare_CandidateToCanonicalDryRunPreview_v0278.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\preview\VDF_AkShare_CandidateToCanonicalDryRunPreview_v0278.json",".json","101269","2026-06-10 22:07:05","1433D2E3DFBB61E604F8FB7A00FB6EFA3A4E16BFF689038C43F9F92C112F15C5"
"VDF_AkShare_CandidateToCanonicalDryRunAudit_v0278.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANDIDATE_TO_CANONICAL_DRYRUN_v0278_20260610_220705\registry\VDF_AkShare_CandidateToCanonicalDryRunAudit_v0278.json",".json","987","2026-06-10 22:07:05","061F6156A084239238BD5CB3B7D7106371F541202C74DA91614B5A50D222423D"
"VDF_AkShare_CanonicalKeyRepairGatePlan_v02781.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\plan\VDF_AkShare_CanonicalKeyRepairGatePlan_v02781.json",".json","2382","2026-06-10 22:10:06","072DBBC97EE606328D8C511DE899BBC77DFFB840E1014CD2AAEE8B57575DD5AD"
"VDF_AkShare_CanonicalRepairedPreview_v02781.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.csv",".csv","53595","2026-06-10 22:10:05","940356060DBA5D24E8BEE8F6F3E57C2EA8EBB55D752145D82152DB038E8D0C60"
"VDF_AkShare_CanonicalRepairedPreview_v02781.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\preview\VDF_AkShare_CanonicalRepairedPreview_v02781.json",".json","133066","2026-06-10 22:10:05","AE550B10C32DC46F4D177A1D42BC59B9848F718138F859B475B182CA453CCF40"
"VDF_AkShare_CanonicalKeyRepairAudit_v02781.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_CanonicalKeyRepairAudit_v02781.json",".json","998","2026-06-10 22:10:05","8645C4452EF9ADAC58076A826CB6F2065EA60F9F4A88659952CABC3F63877A47"
"VDF_AkShare_KeyRepairReadinessGate_v02781.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_KEY_REPAIR_GATE_v02781_20260610_221005\registry\VDF_AkShare_KeyRepairReadinessGate_v02781.json",".json","550","2026-06-10 22:10:05","77C4699D8D40BAB9681755E1DC7626854E68616A97368331A30B6D275DC92861"
"VDF_AkShare_CanonicalPreview_v0277.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.csv",".csv","30485","2026-06-10 22:03:59","4338993775A4DFB287B0E3405FD2E841CC37A98C3C0D3AE7F607D1A1A9BDC9E5"
"VDF_AkShare_CanonicalPreview_v0277.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_CANONICAL_MAPPING_GATE_v0277_20260610_220358\preview\VDF_AkShare_CanonicalPreview_v0277.json",".json","74869","2026-06-10 22:03:59","2D85486262EBD1A47CE73DCA822CBBDF38051CB53CAF4E5DF7FE365372FCACFA"
"VDF_AkShare_KeyRepairRootCauseSmartRemapPlan_v027811.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\plan\VDF_AkShare_KeyRepairRootCauseSmartRemapPlan_v027811.json",".json","2621","2026-06-10 22:15:01","D937307BBF62E6A5EF85DFC82664771F01FF964AE9404B7B0F19F0A09A14BB26"
"VDF_AkShare_SmartRepairedPreview_v027811.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.csv",".csv","55050","2026-06-10 22:15:01","F96C9E3D25A795B27980BA7749489DF3AEC551CE2A90DA8D56EC7180C4D62042"
"VDF_AkShare_SmartRepairedPreview_v027811.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\preview\VDF_AkShare_SmartRepairedPreview_v027811.json",".json","134223","2026-06-10 22:15:01","580178E6797DE8F6743F9BC054A1410BE46F083A54C6FBED778EEB93487C4AC2"
"VDF_AkShare_SmartRemapReadinessGate_v027811.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\registry\VDF_AkShare_SmartRemapReadinessGate_v027811.json",".json","856","2026-06-10 22:15:01","EBBC8A02563E3DC17D72440BFCAB1848BCAA390D595A37685E70838EAC99743B"
"VDF_AkShare_SmartRemapRules_v027811.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_KEY_REPAIR_ROOTCAUSE_SMART_REMAP_v027811_20260610_221501\registry\VDF_AkShare_SmartRemapRules_v027811.json",".json","661","2026-06-10 22:15:01","A48AD2EB0CF7FF734F3F5D387F185EFB61201236DE3ED940D00E6E21929BE1F0"
"VDF_AkShare_CandidateSeedStagingPlan_v0274.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\plan\VDF_AkShare_CandidateSeedStagingPlan_v0274.json",".json","2264","2026-06-10 14:59:49","14A2EB47E3B5F46912C75F3F164E54E24ED32035DED259452951EC02C0053D10"
"VDF_AkShare_CandidateSeedManifest_v0274.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_AkShare_CandidateSeedManifest_v0274.json",".json","3917","2026-06-10 14:59:49","6A263E4B0E9E352CB5F069B5C4A2F44B8D2357685DA31323DB2C99BA4B18C627"
"VDF_AkShare_CandidateSeedRun_Result_v0274.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_AkShare_CandidateSeedRun_Result_v0274.csv",".csv","1057","2026-06-10 14:59:49","B1A3E6061458E40E75FF220DC13ABE5B4E7F8D31051942D187B434CEBCAA7BAC"
"VDF_AkShare_CandidateSeedRun_Result_v0274.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\registry\VDF_AkShare_CandidateSeedRun_Result_v0274.json",".json","2528","2026-06-10 14:59:49","02FD6BEFD3983CEE1B2D86CDBB9DAC3DC1DD66556176F8BF77BC462659EC5286"
"VDF_Global_Commodity_AkShare_Candidate_v0274.csv","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\staging\VDF_Global_Commodity_AkShare_Candidate_v0274.csv",".csv","27458","2026-06-10 14:59:49","E7D79C714C2EAFFFEF1D0FC2DDEDA7412738007AB03EF6F88CE80AB1AEDC17F4"
"VDF_Global_Commodity_AkShare_Candidate_v0274.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_active\VDF_AKSHARE_SMALL_SCOPE_CANDIDATE_SEED_STAGING_v0274_20260610_145643\staging\VDF_Global_Commodity_AkShare_Candidate_v0274.json",".json","70009","2026-06-10 14:59:49","B95C4980315C79B47CDC771681B432558F906CDE3D88763DDC9D21E15FA6631F"
"VDF_AkShare_CandidateStagingFinalSealPlan_v0275.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_AKSHARE_CANDIDATE_STAGING_FINAL_SEAL_v0275_20260610_150853\plan\VDF_AkShare_CandidateStagingFinalSealPlan_v0275.json",".json","861","2026-06-10 15:08:54","5A98F537C79E643F56FAE31C7AA2B7821FCE0F5521F0FD5694B772118C26EF0A"
"VDF_AkShare_CandidateIntegrityAudit_v0275.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_AKSHARE_CANDIDATE_STAGING_FINAL_SEAL_v0275_20260610_150853\registry\VDF_AkShare_CandidateIntegrityAudit_v0275.json",".json","831","2026-06-10 15:08:53","9CCFF3D04D6A6030B44ACD22C2970F8402C44344C08CBAD98DB482771D5AB33A"
"VDF_AKSHARE_CANDIDATE_STAGING_FINAL_SEAL_v0275.json","C:\Users\tonyk\Downloads\VeritasIntelligenceAnalytics\dict\VDF\_freeze\VDF_AKSHARE_CANDIDATE_STAGING_FINAL_SEAL_v0275_20260610_150853\seal\VDF_AKSHARE_CANDIDATE_STAGING_FINAL_SEAL_v0275.json",".json","2894","2026-06-10 15:08:54","2C5DB4A6D41012E0B58935011F65A08F60B9D725C9817C28CE38820970C2DA9E"
